StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q25,Q2,Q3,Q4#1_1,Q4#1_2,Q4#1_3,Q4#1_4,Q4#1_5,Q4#1_6,Q4#2_1,Q4#2_2,Q4#2_3,Q4#2_4,Q4#2_5,Q4#2_6,Q4#3_1_1,Q4#3_2_1,Q4#3_3_1,Q4#3_4_1,Q4#3_5_1,Q4#3_6_1,Q4#4_1,Q4#4_2,Q4#4_3,Q4#4_4,Q4#4_5,Q4#4_6,Q4#5_1,Q4#5_2,Q4#5_3,Q4#5_4,Q4#5_5,Q4#5_6,Q4#6_1,Q4#6_2,Q4#6_3,Q4#6_4,Q4#6_5,Q4#6_6,Q4#7_1_1,Q4#7_2_1,Q4#7_3_1,Q4#7_4_1,Q4#7_5_1,Q4#7_6_1,Q5,Q6,Q7,Q8,id_participant
2019-03-30 13:58:19,2019-03-30 13:59:37,IP Address,108.169.215.227,100,77,True,2019-03-30 13:59:37,R_2X6xdEl5d71PM9q,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan humming,Rachel G,120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,17,4,4,2,35,14,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Next behavior,,,Next behavior,Next behavior,Sim ended,38,11,24,40,18,11,Nervous/unsure,"Tries to talk over misbehaviors, asks students to do something (""could you put your phone away"") instead of telling them (""put your phone away"")",3,"2-3 norms created (no rationale), attempted with mixed success to redirect all misbehaviors, although many of the redirections were specific, they were lengthy causing most to be cut off and detracting from class discussion, most dialogue was talking over misbehaviors, low student engagement, teacher was not irritated but seemed unsure/nervous",1_1819_4_120
2019-03-30 14:14:23,2019-03-30 14:15:39,IP Address,108.169.215.227,100,75,True,2019-03-30 14:15:39,R_27VEVNoOVGAPG4V,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan humming,Rachel G,105,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,4,3,2,5,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,,,,,,Sim ended,25,26,10,55,18,22,uncomfortable,"Apologized when redirecting multiple times, made a cringing face during/after many redirections",6,"2 norms generated (w/o rationale), acknowledgements timely, all redirections specific but also all lengthy, some times when dialogue was on norms and students were engaged but a lot of time was spent redirecting, although redirections included specific cues they were long, most of the sim was teacher talking or student misbehaving",1_1819_3_105
2019-03-30 14:02:25,2019-03-30 14:19:27,IP Address,199.111.225.39,100,1021,True,2019-03-30 14:19:28,R_0rBpKoFT9UxMmUF,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15,33,5,21,2,6,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Next behavior,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,35,22,53,20,53,19,"Calm, uncertain","TC used same voice and didn’t change his tone at all, but towards the end just started to not address the behavior and try and just talk over the students misbehaviors, and looked confused as how to move forward.",2,"TC struggled to facilitate a discussion about classroom norms. TC was not able to support students in generating classroom norms. TC did not effectively redirect student behaviors, but does acknowledge all behaviors. Disruptions were lengthy and detracted from the conversation. Majority of sounds are TC attempting to keep discussion afloat during unaddressed behavior or engaging with misbehaviors. TC was calm. ",1_1819_1_13
2019-03-30 15:16:33,2019-03-30 15:17:33,IP Address,199.111.225.39,100,60,True,2019-03-30 15:17:33,R_2cABzckKbLLf6EM,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,114,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,10,5,6,3,5,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,47,48,48,38,9,27,Increasingly annoyed and frustrated. ,"Swaying around and using lots of hand motions, occasionally raised his voice briefly when trying to get Ethan’s attention, would sometimes snap his fingers. ",2,"TC supported students in creating one expectation with rationale. TC effectively redirected misbehaviors on one occasion. Disruptions were lengthy and detracted from the overall quality of discussion. Majority of dialogue is TC engaging with students about their misbehavior. TC did not support student engagement. TC affect somewhat calm, but grew less so over course of simulation and appeared irritated. ",1_1819_4_114
2019-03-30 15:48:30,2019-03-30 15:49:44,IP Address,199.111.225.39,100,74,True,2019-03-30 15:49:45,R_2rBzxs8WJYifREG,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,89,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33,3,6,9,2,8,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,30,58,41,32,51,20," Calm, increasingly frustrated","Uses increased amount of hand motions when students misbehaving, but still maintains a pretty consistent tone of voice and level. ",3,TC struggled to facilitate a discussion about classroom norms. TC wasn’t able to generate any student norms. TC attempted with mixed success to redirect student behavior. Almost all of the disruptions detracted from the class. Majority of class time focused on student misbehaviors. ,1_1819_3_89
2019-03-31 09:01:58,2019-03-31 09:03:02,IP Address,50.242.46.52,100,63,True,2019-03-31 09:03:02,R_2ebqqtUDz1ojCKo,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Maggie,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,24,8,,12,,No,Yes,No,,No,,Yes,No,Yes,,Yes,,Next behavior,,Next behavior,,Next behavior,,59,16,39,,40,,"Nervous, increasingly annoyed ","Touches her hair when giving redirections, audibly sighs and rolls her eyes",2,TC was not able to support students in generating any reasonable classroom expectations. TC effectively redirected one misbehavior. Disruptions were all lengthy and detracted from conversation. TC ignored 2 behaviors. Majority of dialogue is TC engaging with students about misbehavior or the misbehavior. TC was increasingly more annoyed/frustrated as video went on. ,1_1819_2_57
2019-03-31 10:32:44,2019-03-31 10:34:26,IP Address,199.111.226.204,100,102,True,2019-03-31 10:34:26,R_ZIiLwbW1AxAxeY9,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Rachel G,84,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25,7,5,6,18,4,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Next behavior,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,30,49,46,35,35,24,"Calm, increasingly more annoyed","""you're being disruptive to classmates"", repeats Ethan's name a lot in redirections",3,"No norms created, acknowledges all behaviors, one redirection specific, all dialogue focused on misbehaviors, did not support student engagement, teacher was calm for the most part",1_1819_3_84
2019-03-31 10:23:04,2019-03-31 10:37:00,IP Address,73.251.19.136,100,836,True,2019-03-31 10:37:01,R_3ndUjIounXwxcix,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Claire,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,7,3,4,2,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Next behavior,Next behavior,Next behavior,,,Sim ended,50,49,44,17,14,24,"
calm, but firm
","doesn’t raise voice at all
body posture is not tense
",4,"'-The teacher attempted, with mixed success, to redirect offtask student behavior. 
-Teacher candidate affect is, for the most part, calm though there may be occasional instances where they appear otherwise.
-The teacher candidate inconsistently supported student engagement. All students were on-task and demonstrating signs of engagement for some of the simulation.
-A lot of misbehaviors detracted from the overall quality of the conversation
-TC supported students in generating 2 classroom norms with no rationales
",1_1819_1_26
2019-03-31 11:45:55,2019-03-31 11:46:58,IP Address,199.111.226.205,100,63,True,2019-03-31 11:46:58,R_2CCdiJDKNM9RQ84,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,4,5,1,11,1,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,,Next behavior,Next behavior,,Sim ended,37,35,48,43,30,24,Calm,"Video was facing avatars so couldn’t see TC’s facial expressions or body language, but voice stayed level throughout. ",4,TC supported students in generating around 2 expectations. TC attempted with mixed success to redirect off task behavior. Majority of disruptions were lengthy and detracted from the conversation. Most sounds were related to student misbehaviors. TC was calm in affect. ,1_1819_2_52
2019-03-31 11:29:38,2019-03-31 11:49:26,IP Address,73.251.19.136,100,1188,True,2019-03-31 11:49:26,R_3rV80dG3M9lN7Yo,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Claire,118,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,5,2,4,7,16,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Next behavior,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,50,54,53,36,46,12,increasingly irritated,"starts to get more and more sarcastic with students
continues to ask students if they’re being respectful to try to get them to stop their misbehavior
",3,"'-The teaching candidate was not able to support students in generating any reasonable classroom expectations
-The teacher did not effectively redirect student behaviors. TC acknowledged all of the misbehaviors but did not effectively redirect any of them and did not include specific bodily cues. All acknowledgements are fairly timely.
-Disruptions were lengthy and detracted from the overall quality of the conversation
-The majority of dialogue/sounds are (a) TC engaging with students about their behavior (b) TC attempts to keep the discussion afloat during unaddressed student misbehavior (c) student misbehavior.
-The teacher candidate did not support student engagement. Therefore, there were few moments where all students were engaged in on-task behavior. 
-TC affect begins calm but TC appears increasingly irritated throughout the simulation
",1_1819_4_118
2019-03-31 11:49:33,2019-03-31 12:44:38,IP Address,73.251.19.136,100,3304,True,2019-03-31 12:44:38,R_294VQVov3oGyTlX,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Claire,106,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,30,35,10,4,8,9,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,28,28,43,36,31,20,"warm, but nervous
increasingly rattled
","used a lot of nervous hand gestures
smiled a lot but voice was kind of shaky when she tried to redirect student behavior
",3,"'-TC was able to support students in generating one classroom norm with a rationale
-The teacher did not effectively redirect student behaviors. TC acknolwdged all of the misbehaviors. At the beginning, TC did not acknowledge them in a timely manner, but as the sim continued, TC started acknowledging them faster
-TC effectively redirected one misbehavior
-Redirections were really lengthy and detracted from the overall quality of the conversation
The majority of dialogue/sounds are (a) TC engaging with students about their behavior (b) TC attempts to keep the discussion afloat during unaddressed student misbehavior (c) student misbehavior.
-TC affect was really warm and positive but they got more rattled/nervous as the simulation continued
-The teacher candidate did not support student engagement. Therefore, there were few moments where all students were engaged in on-task behavior.
",1_1819_4_106
2019-03-31 12:45:58,2019-03-31 13:12:06,IP Address,174.226.147.238,100,1567,True,2019-03-31 13:12:06,R_2RPLTzPkVGXjSNL,,,,,37.2326965332031,-79.9462966918945,anonymous,EN,Ethan humming,Claire,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,6,2,2,4,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,5,20,21,11,18,12,"firm
increasingly irritated
not very warm
","doesn’t say please or thank you when giving redirections
doesn’t smile a lot
",7,"'-The teaching candidate supported students in generating 2 reasonable classroom expectations as well as a rationale for them.
-The teacher efficiently redirected all off-task student behavior, however, some redirections were lengthier and therefore, detracted from the overall quality of the conversation
-Teacher candidate affect is, for the most part, calm though there may be occasional instances where they appear otherwise. Teacher affect was not very warm.
-The teacher candidate supported student engagement such that all students were engaged in on-task behavior for a good portion of the simulation
-Redirections could have been more specific
",1_1819_3_75
2019-03-31 13:27:49,2019-03-31 13:41:51,IP Address,174.226.147.238,100,841,True,2019-03-31 13:41:52,R_1lly49mhwtQXkSU,,,,,37.2326965332031,-79.9462966918945,anonymous,EN,Ethan humming,Claire,91,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,4,6,8,6,2,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,,,Next behavior,,,Sim ended,9,40,42,31,37,27,increasingly irritated,"started speaking over students, raising voice",5,"'-The teaching candidate supported students in generating 2-3 reasonable classroom expectations. They may or may not have supported students in providing rationale for these
• The teacher attempted, with mixed success, to redirect off-task student behavior.
 • Some disruptions detracted from the overall quality of the discussion. 
-Dialogue is sometimes focused on classroom norms and their rationale. At other times it is (a) focused on students and their misbehavior, (b) used in attempts to keep the discussion afloat during unaddressed student misbehavior 
TC attempted to speak over student misbehavior
-Overall teacher candidate affect is not calm and may grow less so over the course of the simulation. Teacher candidate may appear nervous, flustered, or rattled. Alternatively, candidates may become visibly irritated or aggressive. 
-Redirections were lengthy and detracted from overall quality of conversation
",1_1819_3_91
2019-03-31 13:42:16,2019-03-31 13:52:47,IP Address,73.251.19.136,100,631,True,2019-03-31 13:52:48,R_2cjFNIC3vxZgvOC,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Claire,80,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,29,3,5,1,8,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,4,5,9,12,7,4,"warm
unruffled","smiles a lot
uses please and thank you when giving redirections
",9,"'-The teacher candidate facilitated a well-paced discussion focused on classroom norms and their rationale. 
-The teaching candidate supported students in generating 2-3 reasonable classroom expectations as well as a rationale for them.
-The teaching candidate supported students in generating 2-3 reasonable classroom expectations as well as a rationale for them.
-TC took a long time to acknowledge the first misbehavior but after that, TC acknowledged misbehaviors in a timely manner 
-The majority of dialogue advances the classroom discussion. 
Teacher candidate affect is confident and they remain unruffled throughout the simulation
",1_1819_3_80
2019-03-26 14:57:45,2019-03-31 16:28:43,IP Address,84.123.72.31,100,437458,True,2019-03-31 16:28:43,R_3emnPxs9jrU4h0e,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,109,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32,8,11,33,5,6,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,20,60,32,11,23,17,Slightly irritated,Raises voice a little towards the end when trying to redirect (“you need to be respectful”); becomes silent and doesn’t know how to address misbehavior,4,"TC supports students in coming up with 1-2 classroom norms, although there is limited rationale behind them. TC is mostly unsuccessful with redirecting off-task behavior, although there are some instances of specific redirections. Most redirections are very lengthy, which detracts from the discussion about classroom norms. There were few moments when all students were engaged in the discussion. TC becomes slightly irritated as the simulation progresses.",1_1819_4_109
2019-03-31 16:28:46,2019-03-31 16:41:45,IP Address,84.123.72.31,100,778,True,2019-03-31 16:41:45,R_OvUpZVYz3hIpxnP,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,36,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16,9,31,13,19,1,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,,Next behavior,Next behavior,,,Sim ended,26,47,25,14,11,19,Calm,Does not raise voice or show any signs of physical irritation; thanks students for cooperating,5,"TC does not support students in generating any classroom norms (focuses on what they’re looking forward to for the school year). TC is successful with redirecting 4 out of 6 misbehaviors, although some redirections are lengthy which detracts from the discussion. There are some moments when all students are engaged. TC remains calm. ",1_1819_2_36
2019-03-31 18:26:04,2019-03-31 18:27:31,IP Address,108.169.215.227,100,87,True,2019-03-31 18:27:32,R_3D1kzjsTaviWx1C,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan humming,Rachel G,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,47,1,8,12,75,2,No,No,No,Yes,,No,Yes,Yes,Yes,No,,Yes,Next behavior,Next behavior,Next behavior,,,Sim ended,9,56,42,28,,8,calm,"Strong voice throughout, stays enthusiastic ",2,"2 norms created (no rationale), most discussion is either focused on or talking over a misbehavior, doesn't acknowledge Ethan texting",1_1819_1_7
